time,open,high,low,close,vwap,volume
2023-08-05,158.49,161.1,157.62,159.57,158.91,2222.00390489
2023-08-06,159.47,160.76,159.17,159.48,159.82,1556.2213178
2023-08-07,159.52,160.72,157.2,158.43,158.81,2337.63225412
2023-08-08,158.45,160.1,157.9,158.93,158.87,1563.16698939
2023-08-09,158.93,159.56,156.5,157.3,158.25,4744.62956031
2023-08-10,157.31,157.56,154.32,156.09,155.27,4441.85635338
2023-08-11,156.06,157.82,155.48,156.74,156.32,4313.76869179
2023-08-12,156.74,158.19,156.54,157.92,157.30,2211.11135104
2023-08-13,157.92,159.49,156.96,158.2,158.70,1792.06158308
2023-08-14,158.2,159.87,157.44,158.25,158.37,6126.92039214
2023-08-15,158.29,158.55,154.79,155.29,157.12,3157.23085636
2023-08-16,155.47,156.29,152.75,154.01,154.63,4676.65115838
2023-08-17,153.92,154.65,136.78,141.75,148.12,6569.18240033
2023-08-18,141.77,145.3,140.64,143.68,143.37,2107.98445032
2023-08-19,143.65,145.3,143.09,144.31,144.25,1038.83041726
2023-08-20,144.46,149.14,143.57,147.35,147.44,2209.03109644
2023-08-21,147.34,149.77,144.71,149.61,147.89,3791.72281713
2023-08-22,149.61,149.84,143.53,145.5,147.10,3016.01075756
2023-08-23,145.5,146.4,142.57,142.94,144.12,4362.73196398
2023-08-24,143.14,143.23,135.81,138.56,138.73,10532.80112621
2023-08-25,138.57,140.3,137.24,140.16,139.03,2093.99686464
2023-08-26,140.16,144.79,140.16,142.93,142.43,4605.358404
2023-08-27,142.97,145.89,142.81,145.34,144.52,1416.09809724
2023-08-28,145.34,146.61,142.43,145.35,145.01,2216.44086705
2023-08-29,145.27,148.38,143.01,146.84,145.82,5421.60629933
2023-08-30,146.83,148.11,140.91,142.08,144.20,7701.79824403
2023-08-31,142.08,144.85,139.75,142.93,143.69,8673.3373264
2023-09-01,143.15,144.88,139.02,140.85,142.24,3798.82836667
2023-09-02,140.89,141.68,139.13,140.19,140.34,1871.86188792
2023-09-03,140.16,141.45,139.21,140.79,140.48,953.53202368
2023-09-04,140.86,143.7,140.77,141.34,142.07,3003.20753765
2023-09-05,141.2,141.39,137.52,137.77,139.54,3623.0473051
2023-09-06,137.69,142.57,137.54,141.99,140.22,7069.43028125
2023-09-07,142.07,144.04,141.05,143.99,142.98,8900.31890229
2023-09-08,143.99,146.62,140.73,144.03,144.13,7195.3737052
2023-09-09,143.92,144.05,142.15,143.46,143.14,6623.00804835
2023-09-10,143.45,143.67,141.5,142.83,142.15,3697.99068681
2023-09-11,142.86,143.55,138.0,139.76,141.16,4039.39402691
2023-09-12,139.89,142.8,139.13,140.88,141.47,2396.04870575
2023-09-13,140.87,144.73,140.66,143.17,143.67,4490.26651944
2023-09-14,143.17,147.01,142.24,146.48,145.36,4227.34586761
2023-09-15,146.51,149.31,146.2,147.62,147.63,4453.93422626
2023-09-16,147.71,148.0,144.17,144.45,145.66,1720.227994
2023-09-17,144.49,146.33,143.18,145.89,144.59,1876.5634552
2023-09-18,145.9,147.92,145.1,145.83,146.42,2648.36431278
2023-09-19,145.89,148.66,145.82,147.67,147.34,1916.91357167
2023-09-20,147.71,148.51,146.1,147.96,147.41,2157.46674276
2023-09-21,147.96,147.96,145.01,145.13,147.07,4021.66843078
2023-09-22,145.01,146.89,144.59,144.93,145.50,3886.30917977
2023-09-23,144.93,145.3,141.42,141.82,143.23,8303.56086016
2023-09-24,141.57,144.38,141.55,143.86,143.09,4339.34198203
2023-09-25,143.76,145.43,143.06,144.46,144.37,2355.12875271
2023-09-26,144.46,145.27,143.12,144.74,144.03,3275.29348745
2023-09-27,144.71,146.7,144.06,146.53,145.08,3265.38958826
2023-09-28,146.6,147.49,145.57,146.16,146.40,2112.03229777
2023-09-29,146.15,146.66,144.99,146.66,145.50,3861.81768964
2023-09-30,146.71,147.96,145.2,146.58,146.31,2720.2395485
2023-10-01,146.6,149.91,145.51,149.02,147.94,21895.72204024
2023-10-02,149.31,149.96,145.53,146.28,148.10,2796.38203179
2023-10-03,146.18,147.8,145.01,147.2,146.52,2078.37541633
2023-10-04,147.23,150.86,145.86,150.5,148.62,3811.57559127
2023-10-05,150.49,151.49,148.5,149.53,150.22,4400.53374811
2023-10-06,149.68,152.65,148.21,152.02,150.11,4369.5537855
2023-10-07,152.02,155.48,150.62,155.34,152.14,3088.09308431
2023-10-08,155.45,156.63,152.92,156.34,154.65,3932.16930833
2023-10-09,156.34,156.41,151.85,153.57,154.13,3163.84012056
2023-10-10,153.75,154.5,152.05,152.32,153.01,1727.48745416
2023-10-11,152.31,154.06,151.02,153.93,152.09,5460.86287526
2023-10-12,153.99,154.39,151.03,152.53,152.94,6043.32035249
2023-10-13,152.53,154.39,151.01,153.67,152.31,2611.93344751
2023-10-14,153.68,154.41,151.77,152.95,153.10,2128.09070433
2023-10-15,152.99,153.42,152.07,152.36,152.55,2323.12789147
2023-10-16,152.57,154.7,151.1,152.6,152.42,6253.98600852
2023-10-17,152.52,152.52,149.45,150.46,150.97,6797.2956116
2023-10-18,150.78,152.54,149.64,149.64,150.73,3181.11747217
2023-10-19,149.76,152.6,146.73,152.54,150.43,2604.75685358
2023-10-20,152.55,157.0,151.9,154.87,154.83,4751.65900456
2023-10-21,154.86,158.11,154.15,158.1,156.31,3129.86566909
2023-10-22,157.93,159.92,156.46,159.0,158.12,3475.63559294
2023-10-23,159.09,162.0,156.73,160.96,159.04,4564.24123506
2023-10-24,161.12,163.55,155.47,157.5,159.42,5676.30475531
2023-10-25,157.94,162.09,154.68,160.09,158.56,5028.45129115
2023-10-26,160.13,162.29,156.35,159.76,159.36,5188.26117486
2023-10-27,159.68,161.05,156.84,160.89,159.66,7681.58295108
2023-10-28,160.81,162.68,159.68,162.08,161.56,4318.44082472
2023-10-29,162.08,174.68,157.98,174.29,166.79,9975.70682495
2023-10-30,174.1,175.0,164.67,172.82,170.63,8753.64808962
2023-10-31,172.9,173.93,168.74,172.37,171.65,4404.30060575
2023-11-01,172.39,172.91,169.24,171.4,170.80,5018.65112516
2023-11-02,171.55,172.57,167.91,171.05,170.33,5618.7232357
2023-11-03,171.09,173.23,168.64,170.79,170.98,3139.05428742
2023-11-04,170.92,171.85,165.43,168.61,168.92,2536.17251395
2023-11-05,168.49,170.99,167.57,169.48,169.20,1969.35826425
2023-11-06,169.4,169.7,164.73,165.16,166.25,4062.97987872
2023-11-07,165.4,168.21,161.69,166.35,165.22,5065.73366369
2023-11-08,166.31,167.75,164.51,167.2,166.41,2649.97357102
2023-11-09,167.51,171.21,157.55,170.53,167.83,12581.43307551
2023-11-10,170.19,173.8,166.9,170.71,171.21,3985.88470356
2023-11-11,170.99,172.28,168.03,169.06,169.99,6242.09537776
2023-11-12,169.16,171.78,166.59,171.3,169.06,1446.82278698
2023-11-13,171.31,172.99,163.0,163.0,167.40,2661.76840929
2023-11-14,163.0,166.44,159.13,163.42,162.95,5201.05237729
2023-11-15,163.26,166.7,158.27,161.06,163.33,6030.86713154
2023-11-16,161.1,163.0,157.19,160.81,160.56,4548.20477948
2023-11-17,160.92,166.97,160.44,162.58,162.88,5563.23976369
2023-11-18,162.87,162.9,159.02,160.98,160.66,2538.20702329
2023-11-19,160.2,164.17,159.61,164.17,161.96,1337.42732163
2023-11-20,163.93,165.08,162.2,163.12,164.10,2854.86151813
2023-11-21,163.18,165.8,158.31,159.28,163.06,4111.35725244
2023-11-22,158.9,164.05,158.46,163.12,162.42,5735.50246119
2023-11-23,163.2,167.99,163.11,166.04,165.65,2792.93016323
2023-11-24,166.1,171.45,165.95,170.46,169.31,4835.53503628
2023-11-25,170.41,172.96,169.85,172.03,171.47,3855.64358983
2023-11-26,171.91,173.0,167.85,169.51,170.37,6334.81054601
2023-11-27,169.23,170.3,164.96,165.62,166.99,3577.5912497
2023-11-28,165.54,167.98,164.0,167.69,166.50,2989.95506571
2023-11-29,167.69,167.94,162.59,166.03,166.13,3828.20635991
2023-11-30,166.22,170.38,166.0,169.99,168.48,3941.99454
2023-12-01,169.77,171.95,168.74,171.74,170.56,3526.25108554
2023-12-02,171.72,173.81,170.5,172.79,172.11,3194.22131123
2023-12-03,172.79,173.47,170.69,172.48,172.37,2201.20195788
2023-12-04,172.51,174.2,166.59,170.48,170.15,6580.74301209
2023-12-05,170.47,172.34,167.79,171.22,170.38,5062.91884962
2023-12-06,171.21,173.86,170.14,170.35,172.15,8764.32521845
2023-12-07,170.71,176.89,170.21,173.05,174.25,5436.97952736
2023-12-08,173.03,175.55,172.03,173.87,173.92,6750.8885772
2023-12-09,173.85,176.99,173.85,175.17,175.72,2803.04785995
2023-12-10,175.24,178.49,174.63,175.57,176.55,3858.65844037
2023-12-11,175.73,176.24,162.93,171.76,171.01,7320.7787424
2023-12-12,171.52,173.3,167.74,170.82,170.36,7190.16406719
2023-12-13,170.65,170.92,166.73,169.06,168.61,2772.94152371
2023-12-14,169.26,169.41,166.26,168.18,168.16,2609.08005745
2023-12-15,168.21,172.72,167.61,168.09,169.86,4288.65521809
2023-12-16,168.34,172.05,166.59,168.63,168.94,9896.83441422
2023-12-17,168.4,170.35,167.27,167.75,168.53,1714.40707184
2023-12-18,167.94,173.81,166.32,173.81,170.86,5275.0924399
2023-12-19,173.69,175.88,168.0,171.24,171.50,5560.56746829
2023-12-20,171.27,174.8,170.64,174.41,173.36,4267.55746137
2023-12-21,174.42,176.0,172.5,173.26,174.17,4591.06371805
2023-12-22,173.26,176.71,171.21,176.69,173.50,2591.76616167
2023-12-23,176.83,178.85,174.92,178.59,176.55,2918.79741726
2023-12-24,178.69,179.09,171.0,171.31,176.22,3331.41200683
2023-12-25,171.44,174.88,170.71,174.51,172.89,2877.30548096
2023-12-26,174.58,176.5,170.8,174.19,174.34,4309.67293294
2023-12-27,174.19,176.29,172.67,175.67,174.52,3269.88452527
2023-12-28,175.67,180.53,172.71,174.79,176.13,5449.36631454
2023-12-29,174.85,175.67,162.53,166.82,168.39,9648.50334638
2023-12-30,166.59,169.13,162.38,165.75,164.15,8014.32457254
2023-12-31,165.84,168.26,162.63,165.15,165.42,4060.62210177
2024-01-01,164.75,169.53,163.2,169.43,166.44,4520.39184311
2024-01-02,169.52,174.36,167.02,167.57,170.59,10627.77872584
2024-01-03,167.51,169.59,150.4,153.94,160.82,18164.49468008
2024-01-04,154.14,165.01,150.0,164.87,155.80,12764.91469194
